"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","TMAX","TMIN","WT01","WT03","WT04","WT05","WT06","WT11"
"USW00013980","37.155","-98.0282","414.5","2000-09-30","0.00","0.0","89","53",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-10-01","0.00","0.0","94","58",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-10-02","0.00","0.0","92","57",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-10-03","0.00","0.0","94","60",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-10-04","0.00","0.0","72","58",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-10-05","1.11","0.0","60","57",,"    1",,,,
"USW00013980","37.155","-98.0282","414.5","2000-10-06","0.45",,"49","37",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-10-07","0.00","0.0","53","37",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-10-08","0.00","0.0","50","30",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-10-09","0.00","0.0","56","27",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-10-10","0.00","0.0","63","27",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-10-11","0.00","0.0","72","33",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-10-12","0.00","0.0","81","45",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-10-13","0.00","0.0","71","56",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-10-14","0.01","0.0","80","60",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-10-15","0.00","0.0","69","57",,"    1",,,,
"USW00013980","37.155","-98.0282","414.5","2000-10-16","0.99","0.0","71","56",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-10-17","0.00","0.0","77","50",,,,,,
